name,school,city,state,ranking
Logan Parr,O'Connor,Helotes,TX,0.9023
Bryn Tucker,Knoxville Catholic,Knoxville,TN,0.9015
Marcus Henderson,Memphis University School,Memphis,TN,0.8947
Jonah Monheim,Moorpark,Moorpark,CA,0.8925
RJ Adams,Woodbridge,Woodbridge,VA,0.8817
Xavier Hill,Olive Branch,Olive Branch,MS,0.8796
Josh Fryar,Beech Grove,Beech Grove,IN,0.8776
Smart Chibuzo,Hightower,Missouri City,TX,0.8696
Sedrick Van Pran,Warren Easton,New Orleans,LA,0.9713
Myles Murao,Mater Dei,Santa Ana,CA,0.9497
Seth McLaughlin,Buford,Buford,GA,0.8802
Will Anderson,Dutchtown,Hampton,GA,0.9913
Chris Braswell,St. Frances Academy,Baltimore,MD,0.9909
Sav'ell Smalls,Kennedy Catholic,Burien,WA,0.9843
Desmond Evans,Lee County,Sanford,NC,0.9774
Donell Harris,Gulliver Prep,Miami,FL,0.9745
BJ Ojulari,Marietta,Marietta,GA,0.9634
Chantz Williams,Oakleaf,Orange Park,FL,0.9634
Reggie Grimes,Ravenwood,Brentwood,TN,0.9466
Morven Joseph,Lake Gibson,Lakeland,FL,0.9104
Jordan Davis,Copiah-Lincoln C.C.,Wesson,MS,0.9034
Jason Harris,Higley,Gilbert,AZ,0.9008
Jaylen Harrell,Berkeley Prep,Tampa,FL,0.9003
James Sylvester,Newton,Newton,TX,0.8975
Myles Murphy,Hillgrove,Powder Springs,GA,0.9965
Alfred Collins,Cedar Creek,Bastrop,TX,0.9706
Zykeivous Walker,Schley County,Ellaville,GA,0.9649
Tyler Baron,Knoxville Catholic,Knoxville,TN,0.9487
Braiden McGregor,Port Huron Northern,Port Huron,MI,0.947
Myles Murphy,Dudley,Greensboro,NC,0.934
Rylie Mills,Lake Forest,Lake Forest,IL,0.9304
Amin Vanover,St Joseph Regional,Montvale,NJ,0.8829
Andy Boykin,Troup County,Lagrange,GA,0.8763
Bryan Bresee,Damascus,Damascus,MD,0.9995
Jordan Burch,Hammond School,Columbia,SC,0.9954
Gervon Dexter,Lake Wales,Lake Wales,FL,0.9946
Jalen Carter,Apopka,Apopka,FL,0.9912
Jaquelin Roy,University Lab,Baton Rouge,LA,0.9803
Justin Rogers,Oak Park,Oak Park,MI,0.9744
Tim Smith,Sebastian River,Sebastian,FL,0.9731
McKinnley Jackson,George County,Lucedale,MS,0.9709
Omari Thomas,Briarcrest Christian,Memphis,TN,0.9577
Tre Williams,St. John's,Washington,DC,0.9569
Jacobian Guillory,Alexandria,Alexandria,LA,0.9562
Jay Hardy,McCallie School,Chattanooga,TN,0.9549
Vernon Broughton,Cy Ridge,Houston,TX,0.9473
Darrion Henry-Young,Princeton,Cincinnati,OH,0.9321
Jacolbe Cowan,Providence Day School,Charlotte,NC,0.9297
Jah-Marien Latham,Pickens County,Reform,AL,0.9215
Perrion Winfrey,Iowa Western C.C.,Council Bluffs,IA,0.9162
Coziah Izzard,DeMatha Catholic,Hyattsville,MD,0.9127
Nazir Stackhouse,Columbia,Decatur,GA,0.9097
Josaih Hayes,Horn Lake,Horn Lake,MS,0.9092
Eric Taylor,Hewitt-Trussville,Trussville,AL,0.9055
Tonka Hemingway,Conway,Conway,SC,0.8988
Warren Brinson,IMG Academy,Bradenton,FL,0.8977
Jayson Jones,Calera,Calera,AL,0.8964
Jamil Burroughs,McEachern,Powder Springs,GA,0.8934
Jalen Lee,Live Oak,Watson,LA,0.8917
Tre'vonn Rybka,Dickson County,Dickson,TN,0.885
Kevon Billingsley,East St. Louis,East Saint Louis,IL,0.8683
CamRon Jackson,Haynesville,Haynesville,LA,0.8682
Branard Wright,Carter,Dallas,TX,0.8542
Justin Flowe,Upland,Upland,CA,0.9967
Noah Sewell,Orem,Orem,UT,0.9935
Demouy Kennedy,Theodore,Theodore,AL,0.9819
Antonio Doyle,Lutheran North,Saint Louis,MO,0.9616
Antoine Sampah,Woodbridge,Woodbridge,VA,0.9558
Wesley Steiner,Houston County,Warner Robins,GA,0.9558
Josh White,Cy Creek,Houston,TX,0.9359
Jackson Bratton,Muscle Shoals ,Muscle Shoals,AL,0.9318
Sergio Allen,Peach County,Fort Valley,GA,0.918
Kevin Swint,Carrollton,Carrollton,GA,0.9072
Rodney Groce Jr.,Pleasant Grove ,Pleasant Grove,AL,0.8742
MJ Sherman,St. John's,Washington,DC,0.983
Phillip Webb,Lanier,Buford,GA,0.9725
Quandarrius Robinson,Jackson-Olin,Birmingham,AL,0.9703
Prince Dorbah,Highland Park,Dallas,TX,0.9444
Kourt Williams,St. John Bosco,Bellflower,CA,0.9291
Damian Sellers,Saguaro,Scottsdale,AZ,0.9221
Jordan Banks,Narbonne,Harbor City,CA,0.9091
Ruben Hyppolite II,McArthur,Hollywood,FL,0.9089
Jaheim Thomas,Princeton,Cincinnati,OH,0.894
Darius Snow,Hebron,Carrollton,TX,0.883
Cullen Coleman,Rye Country Day School,Rye,NY,0.8756
Jesus Machado,Champagnat Catholic - Hialeah,Hialeah,FL,0.8477
Kelee Ringo,Saguaro,Scottsdale,AZ,0.9976
Eli Ricks,IMG Academy,Bradenton,FL,0.9928
Tony Grimes,Princess Anne,Virginia Beach,VA,0.986
Demorie Tate,Freedom,Orlando,FL,0.9828
Clark Phillips III,La Habra,La Habra,CA,0.9744
Fred Davis II,Trinity Christian Academy,Jacksonville,FL,0.974
Jahari Rogers,Arlington,Arlington,TX,0.963
Jalen Kimber,Mansfield Timberview,Arlington,TX,0.9534
Ethan Pouncey,Winter Park,Winter Park,FL,0.9278
Ayden Hector,Eastside Catholic,Sammamish,WA,0.922
Luke Hill,St. Frances Academy,Baltimore,MD,0.9217
Miles Brooks,Trinity Christian Academy,Jacksonville,FL,0.9086
Nadab Joseph,Independence C.C.,Independence,KS,0.905
Dwight McGlothern,Klein Oak,Spring,TX,0.9024
Jahquez Robinson,Sandalwood,Jacksonville,FL,0.9
Brian George,Highland C.C.,Highland,KS,0.9
Avery Helm,Fort Bend Marshall,Missouri City,TX,0.8937
Lejond Cavazos,IMG Academy,Bradenton,FL,0.8927
Marco Domio,Blinn College,Brenham,TX,0.8925
Joshua Eaton,Aldine MacArthur,Houston,TX,0.8925
Mordecai McDaniel,St. John's,Washington,DC,0.8922
Lorando Johnson,Lancaster,Lancaster,TX,0.8913
Ronald Williams,Hutchinson C.C.,Hutchinson,KS,0.8904
Dominick Hill,Jones,Orlando,FL,0.8646
Ennis Rakestraw,Duncanville,Duncanville,TX,0.8581
Mike Harris,Central,Phenix City,AL,0.8505
Dawson Ellington,Marietta,Marietta,GA,0.8397
Jaylon Jones,Steele,Cibolo,TX,0.9906
Avantae Williams,Deland,Deland,FL,0.9766
Brian Branch,Sandy Creek,Tyrone,GA,0.9709
Antonio Johnson,East St. Louis,East Saint Louis,IL,0.965
Key Lawrence,Ensworth,Nashville,TN,0.9647
Enzo Jennings,Oak Park,Oak Park,MI,0.9377
Xavion Alford,Shadow Creek,Pearland,TX,0.9367
Jordan Morant,Bergen Catholic,Oradell,NJ,0.9293
Lathan Ransom,Salpointe Catholic,Tucson,AZ,0.9286
Myles Slusher,Broken Arrow,Broken Arrow,OK,0.9281
Chris Thompson Jr.,Duncanville,Duncanville,TX,0.9215
Ryan Watts,Little Elm,Little Elm,TX,0.9206
Malachi Moore,Hewitt-Trussville,Trussville,AL,0.9191
Bryson Washington,C.E. King,Houston,TX,0.9187
RJ Mickens,Southlake Carroll,Southlake,TX,0.9178
Henry Gray,Miami Central,Miami,FL,0.9062
Malcolm Greene,Highland Springs,Highland Springs,VA,0.9021
Kamar Wilcoxson,IMG Academy,Bradenton,FL,0.8979
Christian Gonzalez,The Colony,The Colony,TX,0.8958
Rashad Torrence II,Marietta,Marietta,GA,0.895
Javier Morton,Stephenson,Stone Mountain,GA,0.8897
Janari Dean,South Panola,Batesville,MS,0.8809
Vito Tisdale,Bowling Green,Bowling Green,KY,0.8805
Drew Sanders,Ryan,Denton,TX,0.9896
Darnell Washington,Desert Pines,Las Vegas,NV,0.9893
Kristian Story,Lanett,Lanett,AL,0.9246
J.J. Pegues,Oxford,Oxford,MS,0.9162
Marc Britt,Miami Christian School,Miami,FL,0.9055
Sam Adams II,Eastside Catholic,Sammamish,WA,0.9015
Michael Henderson,Ranchview,Carrollton,TX,0.9006
Joel Williams,Madison Prep Academy,Baton Rouge,LA,0.8923
Jaheim Bell,Valdosta,Valdosta,GA,0.8884
De'Rickey Wright,Gadsden City,Gadsden,AL,0.8884
T Lee,Buford,Buford,GA,0.8633
